Bin_ID,ELectoral_Area,Bin_Type,Irish_X,Irish_Y
WMS1316,WHITEHALL C,Class A,316737.1999493346,239476.98755450433
WMS0998,ROYAL EXCHANGE B,Class A,315730.71914565854,233627.75430860816
WMS3255,TERENURE C,Class B,313319.7433320748,230340.99962484755
WMS4215,ROTUNDA A,Cast Iron,315848.0646723141,235358.03111855267
WMS1692,CABRA EAST A,Class A,314440.3283094957,236459.88262859674
WMS4297,ROTUNDA B,Cast Iron,315298.52705745195,234712.49982898624
WMS0793,SOUTH DOCK,Class A,316889.22486141394,233343.35012505605
WMS1788,CLONTARF EAST A,Bigbelly Bin,321296.01610329136,238185.83061068182
WMS1532,ROYAL EXCHANGE A,Bigbelly Bin,315621.056222413,234211.00217070704
WMS4472,MERCHANTS QUAY A,Cast Iron,314576.9473347501,233894.25210074408
WMS3107,PEMBROKE EAST D,Class B,318601.64825960546,230513.6448739342
WMS2691,BOTANIC A,Class B,314975.81261645956,237636.78243619978
WMS2986,SAINT KEVIN'S,Class B,315404.85036136326,232861.21875107908
WMS1614,ROYAL EXCHANGE B,Class A,315807.68667720834,233613.81000984838
WMS2329,BEAUMONT D,Class B,318447.7629521176,238030.7284470728
WMS1047,MANSION HOUSE B,Class A,315952.48904686095,233566.16370485522
WMS3509,KIMMAGE A,Class B,312323.84093024815,231220.75749315054
WMS5025,CLONTARF WEST E,Class B,317355.9323389005,236959.76231837168
WMS1958,MOUNTJOY A,Class A,316479.61298370326,234928.32230952024
WMS5222,RATHFARNHAM,Class B,315840.083595554,230436.7863138576
WMS4366,SOUTH DOCK,Cast Iron,317291.35475358256,233397.88227181206
WMS1730,BALLYGALL B,Bigbelly Bin,313671.2856654709,239078.98757822573
WMS3448,KILMORE D,Class B,319793.11063726887,239270.09471313504
WMS0037,ROTUNDA A,Class A,316058.1282306036,235136.7488246263
WMS4522,RAHENY-St. ASSAM,Cast Iron,321543.85328152264,238181.3705829779
WMS0014,BALLYMUN C,Class A,315531.0866337564,239833.26756848706
WMS3379,INCHICORE B,Class B,311014.13332659466,232322.72492889687
WMS1852,PEMBROKE EAST A,Class B,318842.76186357834,233977.2031063554
WMS5334,WHITEHALL B,Class B,315800.4829186664,239147.5372628739
WMS2556,WHITEHALL A,Class B,316469.26881439326,237598.37190451424
WMS5204,PEMBROKE EAST D,Class B,317780.79461613763,231063.81990270273
WMS3467,GRANGE A,Class B,321563.7625767899,240643.05646954992
WMS4555,DRUMFINN,Cast Iron,309549.00649250566,233714.97551458396
WMS5137,KILMAINHAM C,Class B,312705.1593649715,233447.71036781635
WMS1075,GRACE PARK,Bigbelly Bin,317932.67760477983,236872.3278649721
WMS2630,CLONTARF EAST A,Class B,321246.91610098595,237962.9671035743
WMS5205,WALKINSTOWN A,Class B,311299.1852282106,231435.99783418077
WMS0834,MANSION HOUSE A,Class A,316185.8468603041,234194.4035760733
WMS0468,ROYAL EXCHANGE A,Class A,315485.0651945404,234010.58192447136
WMS1580,SAINT KEVIN'S,Class A,315757.5923877825,232498.00573788775
WMS0020,BALLYMUN C,Class A,315551.6113231934,239500.26696719867
WMS3279,CRUMLIN C,Class B,313417.10643404914,232817.47540102203
WMS5127,WALKINSTOWN C,Class B,311299.13539228577,230926.79631331045
WMS4496,USHERS C,Cast Iron,314038.5196980635,233807.50683398393
WMS3786,AYRFIELD,Class B,320862.2356559165,239885.15133315057
WMS3447,DRUMFINN,Class B,309323.00399972807,233907.45143648706
WMS1080,MOUNTJOY A,Bigbelly Bin,316152.25508189155,235103.61109348165
WMS0320,ROTUNDA B,Class A,315568.32262367586,234787.61894972378
WMS1419,CLONTARF EAST C,Class A,319416.3382983771,235878.83406986206
WMS0760,GRANGE E,Class A,321954.3687749281,239493.13388236336
WMS2005,BOTANIC B,Class B,316171.123496537,236636.72220770226
WMS0028,BALLYMUN C,Class A,316169.89057280886,239406.86845310612
WMS0981,USHERS E,Class A,313371.43645600387,233092.306481138
WMS0319,ROTUNDA B,Class A,315699.57550050947,234901.88868773158
WMS0345,RATHMINES WEST B,Class A,315649.7015878914,231918.20028715825
WMS4512,MERCHANTS QUAY C,Cast Iron,314568.5581541697,233352.25948288923
WMS4673,GRANGE E,Cast Iron,321419.4579485599,238376.4057354135
WMS4116,GRACE PARK,Cast Iron,317419.1412036726,237273.9695649426
WMS1063,BALLYGALL A,Bigbelly Bin,313183.07142248406,239007.43240541464
WMS2864,INNS QUAY A,Class B,315502.0239247442,235821.69702251974
WMS0507,BALLYGALL C,Class A,315044.4784517074,239118.81197427577
WMS2834,CLONTARF EAST D,Class B,318872.61804100854,236054.02583672618
WMS1512,SAINT KEVIN'S,Class A,315762.7352738749,233245.50008055108
WMS1277,NORTH DOCK C,Bigbelly Bin,317204.5681906777,234715.40452355897
WMS5159,RATHFARNHAM,Class B,315127.8918020623,230040.61505899695
WMS0447,WOOD QUAY A,Class A,315240.4309000908,234122.92308609997
WMS3197,RATHMINES WEST F,Class B,315249.1079919265,231294.5872387069
WMS0789,SOUTH DOCK,Class A,317080.06281031354,233238.8784474251
WMS3965,CABRA WEST C,Class B,313669.12715798523,235951.67987560466
WMS0271,NORTH CITY,Class A,315612.24862789497,234582.451751401
WMS1996,CLONTARF EAST B,Class A,320269.7973489254,235677.18508441717
WMS0617,ROYAL EXCHANGE B,Class A,315894.3560048727,233600.05060768587
WMS1292,MANSION HOUSE A,Bigbelly Bin,316963.18124874367,234332.50852116648
WMS3008,PEMBROKE EAST D,Class B,317940.54398989875,231247.2411997516
WMS5080,BALLYMUN D,Class B,315170.41287363484,239696.2988406145
WMS4757,PEMBROKE WEST A,Class B,317681.06703262776,233282.07852269968
WMS5188,CRUMLIN D,Class B,313032.0862928623,232098.59917584306
WMS2643,CLONTARF EAST B,Class B,320464.12150229217,236678.58465175022
WMS1669,ASHTOWN A,Dog Bin,312355.35812196246,237243.9705513319
WMS0362,NORTH CITY,Class A,315677.6068238454,234303.98309812986
WMS1235,SOUTH DOCK,Bigbelly Bin,317743.19891823194,234257.61048725774
WMS4704,MERCHANTS QUAY C,Cast Iron,314459.05253551103,233630.01126803076
WMS3552,PEMBROKE EAST E,Class B,318432.27156725555,232044.8791381495
WMS0690,ROYAL EXCHANGE B,Class A,315843.13393867435,233445.69703405365
WMS0593,MERCHANTS QUAY B,Class A,315113.6693974423,233772.74932790577
WMS0984,USHERS D,Class A,313562.1114510649,233039.31126104484
WMS2082,BALLYMUN F,Class B,314551.04415572295,239636.06230405552
WMS4035,KILMORE A,Cast Iron,317739.5560900514,240075.9202846653
WMS0825,MANSION HOUSE A,Class A,316078.3708176273,234211.7351836396
WMS2216,CLONTARF EAST A,Class B,321264.5713596463,237986.1523150286
WMS1861,NORTH DOCK C,Class A,316424.69321585994,234673.88604845686
WMS4744,MANSION HOUSE A,Class A,316609.3018322703,234388.97511014255
WMS0011,BALLYMUN B,Class A,315531.25808730675,240302.09808455865
WMS0183,NORTH CITY,Class A,316000.24535455776,234441.51906500902
WMS1666,CLONTARF EAST C,Dog Bin,319650.5929769712,235881.2229922999
WMS1089,ARRAN QUAY C,Bigbelly Bin,314691.814424966,234462.8625241444
WMS1245,SOUTH DOCK,Bigbelly Bin,317227.0087168587,234309.40149333724
WMS1931,NORTH DOCK B,Bigbelly Bin,317917.0380857351,234411.30364368606
WMS3957,CLONTARF WEST C,Class B,318257.02953743073,236500.17686528843
WMS3836,BALLYGALL C,Class B,315425.52060855436,237966.57894107795
WMS3760,PEMBROKE EAST C,Class B,319050.0328322723,232433.73649904542
WMS3189,PRIORSWOOD C,Class B,320821.57746302156,240390.63421930917
WMS3215,RATHFARNHAM,Class B,314441.59633272496,230033.04961494447
WMS0607,ROYAL EXCHANGE B,Class A,315744.18024432653,233630.6309251287
WMS0905,SAINT KEVIN'S,Bigbelly Bin,316063.10866338003,232569.23664444155
WMS0019,BALLYMUN C,Class A,315541.35993821255,239598.95555694605
WMS3511,CLONTARF WEST C,Class B,318141.04517095524,236428.2009622935
WMS3295,USHERS A,Class B,313494.86191175575,233715.57277913997
WMS0707,SAINT KEVIN'S,Class A,315622.11977800156,232981.60079122827
WMS1387,ROYAL EXCHANGE A,Bigbelly Bin,315467.30243303115,234124.2000977363
WMS0896,PEMBROKE EAST C,Bigbelly Bin,319466.8796760173,232185.9506420844
WMS3947,CRUMLIN B,Class B,313363.15538968815,232843.4164264453
WMS3462,WALKINSTOWN A,Class B,311339.7780965878,231744.24138327717
WMS0997,USHERS D,Class A,313743.0188729939,233338.49406230426
WMS1449,MANSION HOUSE A,Class A,316012.64315825485,234381.62773630695
WMS2595,CLONTARF WEST D,Class B,317224.56849648745,236295.09659749517
WMS2221,WHITEHALL C,Class B,316979.1241343984,240070.43393909963
WMS0927,PEMBROKE WEST C,Bigbelly Bin,317101.61090157414,232845.7225330282
WMS2822,ASHTOWN B,Class B,311358.23689961416,236716.85383041235
WMS0350,NORTH CITY,Class A,315361.1481769165,234452.37365165676
WMS1878,SOUTH DOCK,Bigbelly Bin,317458.3768800931,234091.1663317175
WMS0721,SAINT KEVIN'S,Class A,315620.83312926436,232838.82093469583
WMS0013,BALLYMUN C,Class A,315530.6240494373,239898.14994478997
WMS2982,SAINT KEVIN'S,Class B,315484.1599876998,232584.57719240035
WMS2442,RAHENY-GREENDALE,Class B,322992.4300995966,238742.59894991192
WMS1911,NORTH DOCK C,Bigbelly Bin,316571.74791406456,234789.7021664772
WMS2043,FINGLAS NORTH A,Class B,312437.41972364805,240156.3860361086
WMS1261,SOUTH DOCK,Bigbelly Bin,317384.05187491886,234104.54659263868
WMS4196,ARRAN QUAY E,Cast Iron,314319.6882903447,234904.94781682466
WMS0819,MANSION HOUSE A,Class A,316498.6927279058,233766.48004609966
WMS1538,MOUNTJOY A,Bigbelly Bin,316224.8631301288,235065.66186672504
WMS3108,PEMBROKE EAST D,Class B,318261.83767050767,230827.22710763308
WMS3748,KILMAINHAM C,Class B,312638.26954127045,233560.0688563777
WMS4616,PEMBROKE WEST C,Cast Iron,317191.7577246052,233078.02390451272
WMS0173,NORTH CITY,Class A,316178.83243670827,234591.29938164345
WMS1567,NORTH DOCK B,Class B,317363.6263017944,235483.7555261794
WMS3917,BOTANIC A,Class B,315178.9297878493,237535.30027257666
WMS0583,WOOD QUAY A,Class A,315209.96064499783,233377.81652323803
WMS0307,ROTUNDA A,Class A,315690.1412604139,235183.97801602774
WMS3988,BEAUMONT B,Class B,318532.4413998607,239054.02925351533
WMS1513,ROYAL EXCHANGE B,Class A,315735.60950649926,233199.54378324014
WMS5342,PEMBROKE WEST A,Bigbelly Bin,317533.8106301526,233740.88641597645
WMS4028,KILMORE A,Cast Iron,317710.4315296169,240266.12939772694
WMS3793,FINGLAS NORTH C,Class B,313746.3753696421,239679.0385649945
WMS0641,ROYAL EXCHANGE B,Class A,315874.36352347914,233992.3301936334
WMS4647,MANSION HOUSE B,Cast Iron,316491.67275699566,233335.46130756306
WMS4748,BEAUMONT B,Class A,318462.2948956139,239066.28449406632
WMS2761,GRACE PARK,Class B,318135.415811416,236850.28748704062
WMS1495,NORTH CITY,Class A,315684.4394591375,234454.03561108033
WMS0215,NORTH CITY,Class A,315953.64001382294,234544.11721456735
WMS4531,DRUMFINN,Cast Iron,309781.45302726305,233695.77898168046
WMS3652,KIMMAGE E,Class B,312791.8297705534,230786.58243956952
WMS4244,ROTUNDA A,Cast Iron,315792.5898096871,235283.78062231754
WMS1611,NORTH CITY,Class A,315771.2643440679,234627.91891185354
WMS3618,INNS QUAY A,Class B,315602.3791998825,235637.4487286703
WMS3599,KIMMAGE C,Class B,314807.6153422259,232126.50387548853
WMS1790,CLONTARF WEST D,Bigbelly Bin,317610.5001036887,236299.31886603453
WMS3441,DECIES,Class B,310110.96592779295,233241.30119397247
WMS4742,MOUNTJOY B,Cast Iron,316027.9331818761,235488.1477831433
WMS2441,RAHENY-GREENDALE,Class B,322946.2719049276,238778.91565737905
WMS0392,USHERS F,Class A,313651.1594227321,233773.63812502893
WMS3214,RATHFARNHAM,Class B,314529.8768584237,230215.04390569497
WMS4575,MOUNTJOY A,Cast Iron,316310.16253415076,234979.81235935725
WMS4434,SAINT KEVIN'S,Cast Iron,315565.24889938673,233057.6119486792
WMS5229,FINGLAS SOUTH A,Class B,312644.2896885294,238582.34859033473
WMS5300,BALLYMUN E,Class B,315201.8737031572,239116.80257827285
WMS2299,KILMORE D,Class B,318822.55010340817,239610.8383786445
WMS4045,BEAUMONT D,Cast Iron,318423.8497857031,238595.95546208572
WMS5042,BEAUMONT C,Class B,319047.7896114852,238833.56735628945
WMS1778,PRIORSWOOD C,Bigbelly Bin,320140.0599765377,240540.50014511013
WMS0972,SOUTH DOCK,Class A,316975.4552662972,233706.5264611019
WMS2372,PRIORSWOOD A,Class B,319415.62905289535,240611.70393430715
WMS5103,MOUNTJOY B,Class B,316039.30132524285,235695.32859512657
WMS3754,GRANGE A,Class B,321015.1041544242,240554.66109072985
WMS4682,USHERS C,Cast Iron,314490.41846409516,233706.15344949742
WMS3976,KIMMAGE C,Class B,314373.3988588963,232489.22205382865
WMS5148,CRUMLIN D,Class B,312667.77766405547,232104.80940792334
WMS4236,MOUNTJOY A,Cast Iron,316254.33437472454,235245.91635133096
WMS1978,ROYAL EXCHANGE B,Class A,315752.8109161869,233703.6904100946
WMS1059,MANSION HOUSE B,Class A,315864.92107225367,233286.5150024134
WMS1761,RATHMINES WEST F,Dog Bin,314764.9217175431,231137.6170962477
WMS0842,SOUTH DOCK,Class A,317030.9839868381,233936.37802833458
WMS3570,FINGLAS NORTH C,Class B,313196.87403702596,239103.2201139145
WMS1886,BALLYMUN D,Bigbelly Bin,315508.92959790677,239669.66024112064
WMS5269,BOTANIC C,Class B,315364.447522981,236210.32728310375
WMS3600,CLONTARF WEST A,Class B,319364.8018928271,238397.13583434356
WMS0918,PEMBROKE WEST C,Bigbelly Bin,316950.5539180669,232339.85769830868
WMS1402,BALLYGALL B,Class A,314701.0580579297,238296.53660804877
WMS3886,WHITEHALL D,Class B,317278.9563733914,238940.74969308777
WMS3073,PEMBROKE EAST D,Class B,319303.2014877885,231228.7950472863
WMS1619,WOOD QUAY A,Bigbelly Bin,315123.5923313384,233452.93953741185
WMS4217,ROTUNDA A,Cast Iron,315747.4740764579,235272.39552479336
WMS0246,NORTH CITY,Class A,315944.9582639966,234471.69058890577
WMS0415,ROTUNDA B,Class A,315326.3880841038,234684.95708445116
WMS4764,GRACE PARK,Class A,318023.6724804513,236813.24636651354
WMS4540,DRUMFINN,Cast Iron,309675.1099710338,233691.18327447888
WMS3740,PEMBROKE EAST B,Class B,318308.81564244,233070.37945341744
WMS0170,NORTH CITY,Class A,316232.47680615226,234613.40052831022
WMS4726,CLONTARF WEST B,Cast Iron,319343.2128317555,237214.0183569928
WMS0935,PEMBROKE WEST C,Bigbelly Bin,316649.736618385,232799.7646453099
WMS3859,PHOENIX PARK,Class B,313206.0678513414,234443.24713223067
WMS0557,ROYAL EXCHANGE A,Class A,315640.0044975199,233966.57549316506
WMS5090,WHITEHALL C,Class B,317042.9894975469,239811.1002021993
WMS3994,RATHMINES EAST B,Class B,316916.55453274737,231515.35937483137
WMS0471,ROYAL EXCHANGE A,Class A,315582.1999561398,234029.16698636438
WMS1022,NORTH CITY,Class A,315959.55441916257,234477.09109743597
WMS2566,GRACE PARK,Class B,317473.560455759,237263.3283763262
WMS0351,NORTH CITY,Class A,315372.04380373546,234408.42305689715
WMS0627,ROYAL EXCHANGE B,Class A,315934.99580004043,233783.16454064834
WMS4117,GRACE PARK,Cast Iron,317418.2924863445,237251.98374319138
WMS1201,NORTH DOCK B,Bigbelly Bin,318001.5284017652,234369.9864042658
WMS1572,MANSION HOUSE A,Class A,316587.87959589105,233756.48204001036
WMS4612,BEAUMONT D,Cast Iron,318634.27137764735,238569.5477177695
WMS3584,FINGLAS NORTH B,Class B,312816.04091853986,239058.67436660628
WMS2700,DRUMCONDRA SOUTH A,Class B,316259.94929501053,236884.0508128526
WMS0729,SAINT KEVIN'S,Class A,315693.01662357233,232495.65736316537
WMS0912,PEMBROKE WEST B,Bigbelly Bin,317668.7205193969,232690.43660263662
WMS0768,WOOD QUAY B,Class A,315199.8586764424,232420.54687340173
WMS3826,PRIORSWOOD D,Class B,320391.73386653943,240169.18224532664
WMS1584,WALKINSTOWN A,Class B,310827.00573965686,231636.97193485362
WMS1456,NORTH CITY,Class A,315904.9066960431,234398.12770358787
WMS4206,MOUNTJOY B,Cast Iron,316157.23281486396,235407.5516643699
WMS5007,RATHMINES EAST D,Class B,316255.6370587549,231499.08424256428
WMS1976,ROYAL EXCHANGE B,Class A,315775.94307785865,233837.68979142257
WMS1868,WALKINSTOWN A,Class A,311153.6086663404,231504.5127558383
WMS1757,INNS QUAY A,Bigbelly Bin,315895.86844601185,235965.60142601392
WMS3535,DRUMCONDRA SOUTH C,Class B,316017.422936602,237438.7626030395
WMS1134,ROYAL EXCHANGE A,Bigbelly Bin,315910.69691853295,234312.5271868467
WMS0299,NORTH CITY,Class A,315522.6561512047,234362.50213372306
WMS3623,GRANGE B,Class B,322577.1766737566,240371.38502835183
WMS5088,WHITEHALL B,Class B,315514.2012274232,239069.03549024826
WMS3941,PEMBROKE EAST A,Class B,318411.5487309908,233487.22331781255
WMS4181,ARRAN QUAY E,Cast Iron,313787.56237042043,235264.17628513023
WMS1323,ROYAL EXCHANGE B,Class A,315576.788308281,233627.28098608743
WMS1150,ROYAL EXCHANGE A,Bigbelly Bin,315432.42746672523,234108.99704660568
WMS2619,RAHENY-St. ASSAM,Class B,322787.53931481653,238156.1145498911
WMS5245,CABRA EAST A,Class B,314830.7685608374,235873.01863947153
WMS1154,ROYAL EXCHANGE A,Bigbelly Bin,315723.90718582255,234193.57706273042
WMS3109,PEMBROKE EAST D,Class B,318298.3091548061,230812.7952424733
WMS4011,BALLYGALL A,Cast Iron,313162.0383454249,239054.0555955669
WMS2900,NORTH DOCK C,Class B,316909.88778303907,234821.2293542149
WMS3161,RATHMINES WEST A,Class B,315526.4426161055,231945.09945502446
WMS5185,ARRAN QUAY B,Class B,314794.5842227031,234903.0094542519
WMS1737,ROYAL EXCHANGE A,Class A,315931.98129607266,234070.9831949994
WMS1933,CABRA EAST A,Bigbelly Bin,315097.05502894666,236282.2261825225
WMS0582,WOOD QUAY A,Class A,315247.36430562125,233370.01456131204
WMS5294,ASHTOWN A,Class B,312533.0244518252,236357.1686658735
WMS0048,CLONTARF EAST B,Class A,320183.18321246305,235717.06807758004
WMS5249,KIMMAGE E,Class B,313405.9884825955,230453.08938478996
WMS5020,BEAUMONT C,Class B,318740.82655235496,238635.85503121215
WMS3683,GRACE PARK,Class B,317413.6075287317,237164.24668155055
WMS1485,MOUNTJOY A,Class A,316765.7348340961,235198.7519309806
WMS2330,BEAUMONT D,Class B,318336.1588061901,238036.66933038822
WMS1759,PEMBROKE EAST A,Bigbelly Bin,321117.7749875994,233512.87182747148
WMS3377,INCHICORE B,Class B,311060.6880888159,232294.14486082116
WMS1848,BOTANIC A,Bigbelly Bin,315283.74107937893,237290.6290470318
WMS0506,ROYAL EXCHANGE B,Class A,315853.3249725371,233793.73136479885
WMS1945,ROTUNDA B,Class A,315575.8409280918,235038.1058609087
WMS5178,BALLYMUN F,Class B,314318.948117598,239445.5754424229
WMS5353,NORTH DOCK B,Bigbelly Bin,317567.7414122303,234484.02255862346
WMS4133,ARRAN QUAY D,Cast Iron,313408.34789562825,234812.79616379787
WMS3378,INCHICORE B,Class B,311013.5351834188,232310.0477803492
WMS3572,CLONTARF WEST C,Class B,318033.67036763096,236704.04360845502
WMS0266,NORTH CITY,Class A,315686.76870601304,234614.3341773832
WMS4343,SOUTH DOCK,Cast Iron,316433.3107654429,232781.26431819354
WMS4200,ROTUNDA A,Cast Iron,315965.41291920573,235431.09150360138
WMS5155,CLONTARF EAST A,Class B,320284.51618293964,237661.5931424604
WMS2493,RAHENY-St. ASSAM,Class B,322402.69673556765,238356.7679880476
WMS4319,ROYAL EXCHANGE A,Cast Iron,315393.48749412457,233635.09531848592
WMS0444,ROYAL EXCHANGE A,Class A,315289.5198770858,234034.48803481288
WMS2684,DRUMCONDRA SOUTH A,Class B,316381.22478878906,237263.7152732328
WMS0018,BALLYMUN C,Class A,315536.89292336506,239640.73959901687
WMS3999,WHITEHALL D,Class B,317258.56989867147,238621.52045904574
WMS1478,WOOD QUAY A,Class A,315197.02939964016,234116.81991466123
WMS2649,CLONTARF EAST B,Class B,320172.39643599355,236088.60874261163
WMS0679,MANSION HOUSE B,Class A,316231.7499997935,233398.26073497883
WMS2539,CLONTARF WEST B,Class B,318563.02561788354,237549.31517838928
WMS5253,CLONTARF EAST B,Class B,320534.2771451888,235756.00197346235
WMS3431,DRUMFINN,Class B,309334.8674341404,233976.80656400055
WMS1066,BALLYMUN D,Bigbelly Bin,315503.465631652,239717.31557340012
WMS2248,KILMORE A,Class B,317481.3926736977,240219.6678885336
WMS3023,PEMBROKE EAST A,Class B,318885.2600988913,233183.9674740663
WMS2779,CABRA WEST D,Class B,313390.90497155214,235874.65718197025
WMS0180,NORTH CITY,Class A,316019.3613534263,234544.3210977485
WMS5351,PEMBROKE EAST C,Bigbelly Bin,319428.2840860805,232308.359314681
WMS5257,ASHTOWN A,Class B,312856.133607044,236458.23980145212
WMS5196,CLONTARF WEST E,Class B,318055.6817452873,236769.29378382638
WMS1988,KILMORE D,Class A,319736.70315752976,238947.03768630206
WMS2996,WOOD QUAY B,Class B,315062.0593821786,232730.47986930262
WMS2923,INNS QUAY A,Class B,315273.7978462625,235703.46635403793
WMS3229,TERENURE A,Class B,314707.78861400875,231638.9873346018
WMS2142,WHITEHALL A,Class B,315672.7531055413,238833.68252536617
WMS1266,BALLYBOUGH A,Bigbelly Bin,316780.8053967579,235271.7404793614
WMS2261,WHITEHALL D,Class B,317550.026172092,238742.88263270585
WMS2550,CLONTARF WEST C,Class B,317944.45519405964,236476.0105550134
WMS1749,CABRA EAST A,Bigbelly Bin,315071.40917177196,236202.4318950357
WMS3542,FINGLAS SOUTH A,Class B,312289.80243981926,238983.54926287706
WMS1608,MERCHANTS QUAY B,Bigbelly Bin,315069.4321073672,233472.4768995987
WMS1833,ROYAL EXCHANGE A,Class A,315610.1988341921,234029.2532287979
WMS4311,ARRAN QUAY C,Cast Iron,314414.98051550775,234286.92951447534
WMS4372,MANSION HOUSE B,Cast Iron,316733.3716781304,233357.78497968515
WMS4438,PEMBROKE EAST B,Cast Iron,318910.57380794873,232850.88492812472
WMS3841,FINGLAS NORTH C,Class B,313530.08147327555,239730.4121883237
WMS1607,ROYAL EXCHANGE A,Bigbelly Bin,315978.2475446901,234287.04689543185
WMS5043,BEAUMONT C,Class B,319037.19194114336,238802.8412589684
WMS0926,PEMBROKE WEST C,Bigbelly Bin,317033.1470039811,232888.8077990382
WMS1035,NORTH CITY,Class A,315989.5424092166,234874.9391947842
WMS3555,BALLYBOUGH B,Class B,316382.74950481724,236033.87721613536
WMS1025,ROTUNDA A,Class A,315840.4426521643,234939.58211218918
WMS0314,ROTUNDA B,Class A,315605.4597322119,235003.17305169883
WMS0741,MANSION HOUSE B,Class A,316175.70305813523,233133.85788576418
WMS0763,ROYAL EXCHANGE B,Class A,315867.50899281725,233522.18906996658
WMS4248,ROTUNDA A,Cast Iron,316018.2464923867,235115.42545474935
WMS1079,BALLYBOUGH A,Bigbelly Bin,316636.2493499331,235525.0700816126
WMS0269,NORTH CITY,Class A,315648.2372359737,234601.68978532575
WMS2496,RAHENY-St. ASSAM,Class B,321712.16711261385,238305.78999975417
WMS1877,SOUTH DOCK,Bigbelly Bin,317644.8091284281,234052.45883714236
WMS1531,MANSION HOUSE A,Bigbelly Bin,316095.88015713304,234410.7416619662
WMS5350,CLONTARF EAST B,Bigbelly Bin,320564.13341586466,235767.70433253664
WMS0106,NORTH CITY,Class A,316330.79420618736,234658.032749921
WMS4508,MERCHANTS QUAY C,Cast Iron,314683.70412340004,233424.36966122518
WMS5117,DRUMCONDRA SOUTH C,Class B,316292.11697167484,237069.6966298512
WMS4054,BEAUMONT E,Cast Iron,318158.44106017245,237952.92701148373
WMS0894,PEMBROKE EAST C,Bigbelly Bin,319412.6501476473,232388.6353020836
WMS3576,ASHTOWN A,Class B,312045.3083387441,236575.27454563847
WMS3543,FINGLAS NORTH C,Class B,313949.83172814536,239146.7753977155
WMS5317,CLONTARF WEST C,Class B,318138.9623868938,236309.39650010652
WMS0361,NORTH CITY,Class A,315639.74058797205,234290.81941821214
WMS0473,ROYAL EXCHANGE A,Class A,315655.0697572753,234031.29506003932
WMS0234,ROTUNDA A,Class A,315874.84429486125,234928.68867691234
WMS4564,PHOENIX PARK,Cast Iron,312569.2607153793,234392.43296445085
WMS1695,MERCHANTS QUAY C,Dog Bin,314278.4361601094,233562.88523539488
WMS1446,SAINT KEVIN'S,Class A,315603.74178669066,233080.2574967662
WMS3167,RATHMINES EAST B,Class B,316925.04876135255,230760.51935959188
WMS1839,ROYAL EXCHANGE A,Class A,315971.42523731873,234051.3134373194
WMS1768,ROYAL EXCHANGE A,Class A,315687.5804832439,233915.4882689466
WMS0227,NORTH CITY,Class A,315868.1456726478,234848.26968071747
WMS3560,INNS QUAY B,Class B,315291.6271183442,235677.99477469883
WMS4461,CHAPELIZOD,Cast Iron,309535.58960438013,234767.78544673728
WMS4474,USHERS B,Cast Iron,314487.9833774902,233919.62791159085
WMS1581,ROYAL EXCHANGE B,Class A,315705.09883238235,233694.8686591736
WMS0899,PEMBROKE EAST C,Bigbelly Bin,319558.05399439007,231912.4249100642
WMS3845,USHERS F,Class B,313394.45000321104,233674.0093262133
WMS2188,BALLYMUN C,Class B,315868.97828385595,239770.07664055796
WMS5279,CLONTARF WEST B,Class B,319007.19597204146,237852.7370651298
WMS1574,MOUNTJOY A,Bigbelly Bin,316567.23309498094,234857.22423616398
WMS4487,MERCHANTS QUAY B,Cast Iron,314677.8217184529,233855.29984040844
WMS3247,KIMMAGE B,Class B,313571.56910312286,231820.86127463335
WMS2520,CLONTARF WEST A,Class B,319478.42020815617,238223.7478862941
WMS1798,WHITEHALL B,Bigbelly Bin,316746.49332496343,239019.5285059194
WMS2805,ASHTOWN A,Class B,312036.92218488734,236695.3488302224
WMS3705,BOTANIC A,Class B,315256.64967613015,237909.68971458238
WMS4008,BALLYGALL A,Cast Iron,313264.2144878488,239088.49582055636
WMS4228,MOUNTJOY B,Cast Iron,316139.94769810373,235194.18118452182
WMS0408,MERCHANTS QUAY E,Class A,314860.0726718759,232675.3106535598
WMS0830,MANSION HOUSE B,Class A,316101.6821068614,233713.67641892584
WMS2565,DRUMCONDRA SOUTH C,Class B,315742.2399670377,237800.31379828995
WMS5262,SAINT KEVIN'S,Class B,315405.97147552855,232844.4815284845
WMS2543,CLONTARF WEST D,Class B,318026.91223347094,236712.78949218197
WMS3813,FINGLAS NORTH C,Class B,313275.5354626492,239124.55577396986
WMS0725,SAINT KEVIN'S,Class A,315666.45400152256,232570.26313864655
WMS2236,WHITEHALL C,Class B,316941.43987751036,239206.5976128732
WMS2555,WHITEHALL A,Class B,316276.1935722886,237662.1801337611
WMS3969,BALLYMUN F,Class B,314310.47725825553,239587.03163913323
WMS0531,ROYAL EXCHANGE A,Class A,315730.36860917875,234255.3224876842
WMS3172,RATHMINES EAST C,Class B,316520.9257847026,230409.04431299173
WMS3821,PEMBROKE WEST A,Class B,317682.0515125604,233350.48060708903
WMS0213,NORTH CITY,Class A,315977.2380899452,234475.3994259705
WMS1561,NORTH CITY,Class A,315665.1956448068,234466.8499634573
WMS2470,GRANGE E,Class B,321400.9609865959,238481.77169994032
WMS3030,PEMBROKE EAST C,Class B,319548.9939722208,231838.6306919238
WMS4313,PHOENIX PARK,Cast Iron,313778.2684049809,234411.72366879042
